event_id,year,province_name,event_type,entity_id,old_prefecture_name,new_prefecture_name,approval_date,document_number,automatic_continuity,confidence,normalization_status,review_note,risk_flags,description,source_section,source_url,revision_id,source_row_number
WIKI-1996-053,1996,陕西省,upgrade,CNUR-000295,汉中地区,汉中市,1996-02-21,国函〔1996〕11号,true,high,accepted_rule_extraction,,,"colspan=""2""|汉中地区 |612300 |撤销汉中地区，设立地级汉中市 |colspan=""2""|汉中市 |610700 |rowspan=""12""|国务院2月21日批复同意<br>国函〔1996〕11号",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1996%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,93189391,50
WIKI-1996-054,1996,陕西省,upgrade,CNUR-000294,延安地区,延安市,1996-11-05,国函〔1996〕94号,true,high,accepted_rule_extraction,,,"colspan=""2""|延安地区 |612600 |撤销延安地区，设立地级延安市 |colspan=""2""|延安市 |610600 |rowspan=""14""|国务院11月5日批复同意<br>国函〔1996〕94号",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1996%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,93189391,62
WIKI-1996-055,1996,湖北省,rename,CNUR-000177,荆沙市,荆州市,1996-11-20,国函〔1996〕99号,true,high,accepted_rule_extraction,,,荆沙市||421000 |将荆沙市更名为荆州市 |荆州市 | 国务院11月20日批复同意<br>国函〔1996〕99号,地级行政区划更名,https://zh.wikipedia.org/wiki/1996%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,93189391,99
WIKI-1996-056,1996,四川省,jurisdiction_transfer,CNUR-000345,,,1996-09-05,,false,medium,accepted_manual_review,"multi-entity transition: Wanxian City, Fuling City, and Qianjiang Prefecture were entrusted to Chongqing administration",multi_entity_relation,"万县市||511200||rowspan=""3""|涪陵市、万县市和黔江地区的党政工作和政治、经济社会发展及三峡库区移民工作等，均由重庆市代四川省行使管理职能。||rowspan=""3""|重庆市代管||万县市||rowspan=""3""|中共中央、国务院9月5日批复同意<br>重庆市9月15日行使代管职能",地级市、地区的代管,https://zh.wikipedia.org/wiki/1996%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,93189391,101
WIKI-1997-057,1997,山东省,upgrade,CNUR-000149,聊城地区,聊城市,1997-08-29,国函〔1997〕82号,true,high,accepted_rule_extraction,,,"colspan=""2""|聊城地区 |372500 |rowspan=""9""|8月29日国务院批复同意<br>国函〔1997〕82号 |撤销聊城地区，设立地级聊城市 |colspan=""2""|聊城市 |371500",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1997%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,86945547,2
WIKI-1997-058,1997,河南省,upgrade,CNUR-000165,商丘地区,商丘市,1997-06-10,国函〔1997〕46号,true,high,accepted_rule_extraction,,,"colspan=""2""|商丘地区 |412300 |rowspan=""10""|6月10日国务院批复同意<br>国函〔1997〕46号 |撤销商丘地区，设立地级商丘市 |colspan=""2""|商丘市 |411400",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1997%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,86945547,12
WIKI-1997-059,1997,湖南省,upgrade,CNUR-000193,怀化地区,怀化市,1997-04-22,国函〔1997〕105号,true,high,accepted_rule_extraction,,,"colspan=""2""|怀化地区 |433000 |rowspan=""14""|4月22日国务院批复同意<br>国函〔1997〕105号 |撤销怀化地区，设立地级怀化市 |colspan=""2""|怀化市 |431200",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1997%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,86945547,23
WIKI-1997-060,1997,广西壮族自治区,upgrade,CNUR-000225,玉林地区,玉林市,1997-04-22,国函〔1997〕26号,true,high,accepted_rule_extraction,,,"colspan=""2""|玉林地区 |452500 |rowspan=""7""|4月22日国务院批复同意<br>国函〔1997〕26号 |撤销玉林地区，设立地级玉林市 |colspan=""2""|玉林市 |450900",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1997%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,86945547,38
WIKI-1997-061,1997,贵州省,upgrade,CNUR-000259,遵义地区,遵义市,1997-05-06,国函〔1997〕45号,true,high,accepted_rule_extraction,,,"colspan=""2""|遵义地区 |522100 |rowspan=""14""|5月6日国务院批复同意<br>国函〔1997〕45号 |撤销遵义地区，设立地级遵义市 |colspan=""2""|遵义市 |520300",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1997%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,86945547,46
WIKI-1997-062,1997,云南省,upgrade,CNUR-000267,曲靖地区,曲靖市,1997-05-06,国函〔1997〕32号,true,high,accepted_rule_extraction,,,"colspan=""2""|曲靖地区 |532200 |rowspan=""11""|5月6日国务院批复同意<br>国函〔1997〕32号 |撤销曲靖地区，设立地级曲靖市 |colspan=""2""|曲靖市 |530300",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1997%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,86945547,61
WIKI-1997-063,1997,云南省,upgrade,CNUR-000268,玉溪地区,玉溪市,1997-12-13,国函〔1997〕108号,true,high,accepted_rule_extraction,,,"colspan=""2""|玉溪地区 |532400 |rowspan=""10""|12月13日国务院批复同意<br>国函〔1997〕108号 |撤销玉溪地区，设立地级玉溪市 |colspan=""2""|玉溪市 |530400",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1997%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,86945547,72
WIKI-1997-064,1997,广西壮族自治区,rename,CNUR-000227,梧州地区,贺州地区,1997-02-27,国函〔1997〕12号,true,high,accepted_rule_extraction,,,"colspan=""2""|梧州地区 |452400 |rowspan=""8""|2月27日国务院批复同意<br>国函〔1997〕12号 |将梧州地区行署驻地由梧州市区迁至贺州市八步镇，梧州地区更名为贺州地区 |colspan=""2""|贺州地区 |未变",地区的增设与更名,https://zh.wikipedia.org/wiki/1997%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,86945547,83
WIKI-1997-065,1997,四川省,establish_prefecture,CNUR-000247,,眉山地区,1997-05-30,国函〔1997〕41号,false,medium,accepted_manual_review,眉山地区 later became 眉山市,,"colspan=""3""| ||rowspan=""7""|5月30日国务院批复同意<br>国函〔1997〕41号||设立眉山地区||colspan=""2""|眉山地区||513800",地区的增设与更名,https://zh.wikipedia.org/wiki/1997%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,86945547,92
WIKI-1998-066,1998,安徽省,upgrade,CNUR-000109,宿县地区,宿州市,1998-12-06,国函〔1998〕102号,true,high,accepted_rule_extraction,,,"colspan=""2""|宿县地区 |342200 |rowspan=""6""|国务院12月6日批复同意<br>国函〔1998〕102号 |撤销宿县地区，设立地级宿州市 |colspan=""2""|宿州市 |341300",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1998%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,67074272,2
WIKI-1998-067,1998,江西省,upgrade,CNUR-000130,赣州地区,赣州市,1998-12-24,国函〔1998〕114号,true,high,accepted_rule_extraction,,,"colspan=""2""|赣州地区 |362100 |rowspan=""19""|国务院12月24日批复同意<br>国函〔1998〕114号 |撤销赣州地区，设立地级赣州市 |colspan=""2""|赣州市 |360700",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1998%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,67074272,9
WIKI-1998-068,1998,河南省,upgrade,CNUR-000166,信阳地区,信阳市,1998-06-09,国函〔1998〕44号,true,high,accepted_rule_extraction,,,"colspan=""2""|信阳地区 |413000 |rowspan=""11""|国务院6月9日批复同意<br>国函〔1998〕44号 |撤销信阳地区，设立地级信阳市 |colspan=""2""|信阳市 |421200",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1998%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,67074272,29
WIKI-1998-069,1998,湖北省,upgrade,CNUR-000179,咸宁地区,咸宁市,1998-12-06,国函〔1998〕102号,true,high,accepted_rule_extraction,,,"colspan=""2""|咸宁地区 |422300 |rowspan=""7""|国务院12月6日批复同意<br>国函〔1998〕102号 |撤销咸宁地区，设立地级咸宁市 |colspan=""2""|咸宁市 |421200",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1998%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,67074272,41
WIKI-1998-070,1998,四川省,upgrade,CNUR-000249,广安地区,广安市,1998-07-31,国函〔1998〕60号,true,high,accepted_rule_extraction,,,"colspan=""2""|广安地区 |513600 |rowspan=""6""|国务院7月31日批复同意<br>国函〔1998〕60号 |撤销广安地区，设立地级广安市 |colspan=""2""|广安市 |511600",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1998%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,67074272,49
WIKI-1998-071,1998,宁夏回族自治区,upgrade,CNUR-000323,银南地区,吴忠市,1998-05-11,国函〔1998〕33号,true,high,accepted_rule_extraction,,,"colspan=""2""|银南地区 |642100 |rowspan=""8""|国务院5月11日批复同意<br>国函〔1998〕33号 |撤销银南地区，设立地级吴忠市 |colspan=""2""|吴忠市 |640300",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1998%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,67074272,56
WIKI-1998-072,1998,四川省,establish_prefecture,CNUR-000253,,资阳地区,1998-02-26,国函〔1988〕15号,false,medium,accepted_manual_review,资阳地区 later became 资阳市,document_year_differs_from_page_year,"colspan=""3""| ||rowspan=""6""|国务院2月26日批复同意<br>国函〔1988〕15号||rowspan=""6""|设立资阳地区||colspan=""2""|资阳地区||513900",地区的增设,https://zh.wikipedia.org/wiki/1998%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,67074272,77
WIKI-1999-073,1999,山西省,upgrade,CNUR-000020,晋中地区,晋中市,1999-09-24,国函〔1999〕124号,true,high,accepted_rule_extraction,,,"colspan=""2""|晋中地区 |142400 |rowspan=""12""|9月24日中华人民共和国国务院同意<br>国函〔1999〕124号 |撤销晋中地区，设立地级晋中市 |colspan=""2""|晋中市 |140700",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1999%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,89282870,2
WIKI-1999-074,1999,黑龙江省,upgrade,CNUR-000071,绥化地区,绥化市,1999-12-28,国函〔1999〕154号,true,high,accepted_rule_extraction,,,"colspan=""2""|绥化地区 |232300 |rowspan=""11""|12月28日中华人民共和国国务院同意<br>国函〔1999〕154号 |撤销绥化地区，设立地级绥化市 |colspan=""2""|绥化市 |231200",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1999%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,89282870,15
WIKI-1999-075,1999,安徽省,upgrade,CNUR-000110,巢湖地区,巢湖市,1999-07-09,国函〔1999〕80号,true,high,accepted_rule_extraction,,,"colspan=""2""|巢湖地区 |342600 |rowspan=""6""|7月9日中华人民共和国国务院同意<br>国函〔1999〕80号 |撤销巢湖地区，设立地级巢湖市 |colspan=""2""|巢湖市 |341400",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1999%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,89282870,27
WIKI-1999-076,1999,安徽省,upgrade,CNUR-000111,六安地区,六安市,1999-09-02,国函〔1999〕109号,true,high,accepted_rule_extraction,,,"colspan=""2""|六安地区 |342400 |rowspan=""8""|9月2日中华人民共和国国务院同意<br>国函〔1999〕109号 |撤销六安地区，设立地级六安市 |colspan=""2""|六安市 |341500",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1999%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,89282870,33
WIKI-1999-077,1999,福建省,upgrade,CNUR-000123,宁德地区,宁德市,1999-11-14,国函〔1999〕136号,true,high,accepted_rule_extraction,,,"colspan=""2""|宁德地区 |352200 |rowspan=""10""|11月14日中华人民共和国国务院同意<br>国函〔1999〕136号 |撤销宁德地区，设立地级宁德市 |colspan=""2""|宁德市 |350900",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1999%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,89282870,42
WIKI-1999-078,1999,湖南省,upgrade,CNUR-000194,娄底地区,娄底市,1999-01-20,国函〔1999〕6号,true,high,accepted_rule_extraction,,,"colspan=""2""|娄底地区 |432500 |rowspan=""6""|1月20日中华人民共和国国务院同意<br>国函〔1999〕6号 |撤销娄底地区，设立地级娄底市 |colspan=""2""|娄底市 |431300",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1999%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,89282870,53
WIKI-1999-079,1999,四川省,upgrade,CNUR-000250,达川地区,达州市,1999-06-20,国函〔1999〕51号,true,high,accepted_rule_extraction,,,"colspan=""2""|达川地区 |513000 |rowspan=""8""|6月20日中华人民共和国国务院同意<br>国函〔1999〕51号 |撤销达川地区，设立地级达州市 |colspan=""2""|达州市 |511700",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1999%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,89282870,60
WIKI-1999-080,1999,陕西省,upgrade,CNUR-000296,榆林地区,榆林市,1999-12-05,国函〔1999〕141号,true,high,accepted_rule_extraction,,,"colspan=""2""|榆林地区 |612700 |rowspan=""13""|12月5日中华人民共和国国务院同意<br>国函〔1999〕141号 |撤销榆林地区，设立地级榆林市 |colspan=""2""|榆林市 |610800",撤销地区，设立地级市,https://zh.wikipedia.org/wiki/1999%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,89282870,69
WIKI-1999-081,1999,内蒙古自治区,upgrade,CNUR-000029,哲里木盟,通辽市,1999-01-13,国函〔1999〕5号,true,high,accepted_rule_extraction,,,"colspan=""2""|哲里木盟 |152300 |rowspan=""9""|1月13日中华人民共和国国务院同意<br>国函〔1999〕5号 |撤销哲里木盟，设立地级通辽市 |colspan=""2""|通辽市 |150500",撤销盟，设立地级市,https://zh.wikipedia.org/wiki/1999%E5%B9%B4%E4%B8%AD%E5%8D%8E%E4%BA%BA%E6%B0%91%E5%85%B1%E5%92%8C%E5%9B%BD%E5%8E%BF%E7%BA%A7%E4%BB%A5%E4%B8%8A%E8%A1%8C%E6%94%BF%E5%8C%BA%E5%88%92%E5%8F%98%E6%9B%B4%E5%88%97%E8%A1%A8,89282870,83
